Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value
Two,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,14,Sep 2 - Sep 14,18.6
Two,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,14,Sep 2 - Sep 14,28.4
Two,Symptoms of Depressive Disorder,By State,Missouri,Missouri,14,Sep 2 - Sep 14,21.8
Two,Symptoms of Depressive Disorder,By State,Montana,Montana,14,Sep 2 - Sep 14,22.2
Two,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,14,Sep 2 - Sep 14,21.7
Two,Symptoms of Depressive Disorder,By State,Nevada,Nevada,14,Sep 2 - Sep 14,27.1
Two,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,14,Sep 2 - Sep 14,22.1
Two,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,14,Sep 2 - Sep 14,21.9
Two,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,14,Sep 2 - Sep 14,27.5
Two,Symptoms of Depressive Disorder,By State,New York,New York,14,Sep 2 - Sep 14,25.1
Two,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,14,Sep 2 - Sep 14,20.9
Two,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,14,Sep 2 - Sep 14,17.4
Two,Symptoms of Depressive Disorder,By State,Ohio,Ohio,14,Sep 2 - Sep 14,25.4
Two,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,14,Sep 2 - Sep 14,26.5
Two,Symptoms of Depressive Disorder,By State,Oregon,Oregon,14,Sep 2 - Sep 14,26.7
Two,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,14,Sep 2 - Sep 14,22.9
Two,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,14,Sep 2 - Sep 14,25.3
Two,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,14,Sep 2 - Sep 14,22.9
Two,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,14,Sep 2 - Sep 14,20.2
Two,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,14,Sep 2 - Sep 14,24
Two,Symptoms of Depressive Disorder,By State,Texas,Texas,14,Sep 2 - Sep 14,26.9
Two,Symptoms of Depressive Disorder,By State,Utah,Utah,14,Sep 2 - Sep 14,22
Two,Symptoms of Depressive Disorder,By State,Vermont,Vermont,14,Sep 2 - Sep 14,19.6
Two,Symptoms of Depressive Disorder,By State,Virginia,Virginia,14,Sep 2 - Sep 14,22.4
Two,Symptoms of Depressive Disorder,By State,Washington,Washington,14,Sep 2 - Sep 14,22.7
Two,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,14,Sep 2 - Sep 14,26.9
Two,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,14,Sep 2 - Sep 14,19.3
Two,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,14,Sep 2 - Sep 14,23.6
Two,Symptoms of Anxiety Disorder,National Estimate,United States,United States,14,Sep 2 - Sep 14,31.6
Two,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,14,Sep 2 - Sep 14,40.6
Two,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,14,Sep 2 - Sep 14,37.9
Two,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,14,Sep 2 - Sep 14,33.7
Two,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,14,Sep 2 - Sep 14,30.8
Two,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,14,Sep 2 - Sep 14,24.9
Two,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,14,Sep 2 - Sep 14,19.2
Two,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,14,Sep 2 - Sep 14,17.7
Two,Symptoms of Anxiety Disorder,By Gender,United States,Male,14,Sep 2 - Sep 14,27.2
Two,Symptoms of Anxiety Disorder,By Gender,United States,Female,14,Sep 2 - Sep 14,35.5
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,14,Sep 2 - Sep 14,35.9
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",14,Sep 2 - Sep 14,30.4
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",14,Sep 2 - Sep 14,33
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",14,Sep 2 - Sep 14,21.5
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",14,Sep 2 - Sep 14,42.1
Two,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,14,Sep 2 - Sep 14,38.9
Two,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,14,Sep 2 - Sep 14,30.6
Two,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,14,Sep 2 - Sep 14,33.8
Two,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,14,Sep 2 - Sep 14,28.5
Two,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,14,Sep 2 - Sep 14,33.7
Two,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,14,Sep 2 - Sep 14,28.4
Two,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,14,Sep 2 - Sep 14,33.4
Two,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,14,Sep 2 - Sep 14,36
Two,Symptoms of Anxiety Disorder,By State,California,California,14,Sep 2 - Sep 14,34.2
Two,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,14,Sep 2 - Sep 14,33.4
Two,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,14,Sep 2 - Sep 14,33.1
Two,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,14,Sep 2 - Sep 14,29.8
Two,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,14,Sep 2 - Sep 14,33.3
Two,Symptoms of Anxiety Disorder,By State,Florida,Florida,14,Sep 2 - Sep 14,31.3
Two,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,14,Sep 2 - Sep 14,31.1
Two,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,14,Sep 2 - Sep 14,34.4
Two,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,14,Sep 2 - Sep 14,31.2
Two,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,14,Sep 2 - Sep 14,32.6
Two,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,14,Sep 2 - Sep 14,30
Two,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,14,Sep 2 - Sep 14,26.8
Two,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,14,Sep 2 - Sep 14,28.7
Two,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,14,Sep 2 - Sep 14,34.2
Two,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,14,Sep 2 - Sep 14,36.8
Two,Symptoms of Anxiety Disorder,By State,Maine,Maine,14,Sep 2 - Sep 14,29.8
Two,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,14,Sep 2 - Sep 14,29.8
Two,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,14,Sep 2 - Sep 14,28.7
Two,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,14,Sep 2 - Sep 14,32.4
Two,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,14,Sep 2 - Sep 14,26
Two,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,14,Sep 2 - Sep 14,31.3
Two,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,14,Sep 2 - Sep 14,29
Two,Symptoms of Anxiety Disorder,By State,Montana,Montana,14,Sep 2 - Sep 14,29.6
Two,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,14,Sep 2 - Sep 14,25.7
Two,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,14,Sep 2 - Sep 14,32.1
Two,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,14,Sep 2 - Sep 14,31.6
Two,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,14,Sep 2 - Sep 14,30.7
Two,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,14,Sep 2 - Sep 14,34.7
Two,Symptoms of Anxiety Disorder,By State,New York,New York,14,Sep 2 - Sep 14,33.5
Two,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,14,Sep 2 - Sep 14,27.4
Two,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,14,Sep 2 - Sep 14,22.2
Two,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,14,Sep 2 - Sep 14,32.1
Two,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,14,Sep 2 - Sep 14,34.5
Two,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,14,Sep 2 - Sep 14,36.9
Two,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,14,Sep 2 - Sep 14,29.8
Two,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,14,Sep 2 - Sep 14,31.1
Two,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,14,Sep 2 - Sep 14,27.7
Two,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,14,Sep 2 - Sep 14,24.7
Two,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,14,Sep 2 - Sep 14,27.6
Two,Symptoms of Anxiety Disorder,By State,Texas,Texas,14,Sep 2 - Sep 14,32.6
Two,Symptoms of Anxiety Disorder,By State,Utah,Utah,14,Sep 2 - Sep 14,29.2
Two,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,14,Sep 2 - Sep 14,30.2
Two,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,14,Sep 2 - Sep 14,29.1
Two,Symptoms of Anxiety Disorder,By State,Washington,Washington,14,Sep 2 - Sep 14,30.8
Two,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,14,Sep 2 - Sep 14,33.5
Two,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,14,Sep 2 - Sep 14,27.5
Two,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,14,Sep 2 - Sep 14,29.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,14,Sep 2 - Sep 14,36.2
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,14,Sep 2 - Sep 14,47.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,14,Sep 2 - Sep 14,41.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,14,Sep 2 - Sep 14,38.2
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,14,Sep 2 - Sep 14,35
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,14,Sep 2 - Sep 14,29.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,14,Sep 2 - Sep 14,23.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,14,Sep 2 - Sep 14,22.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,14,Sep 2 - Sep 14,32.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,14,Sep 2 - Sep 14,39.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,14,Sep 2 - Sep 14,42
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",14,Sep 2 - Sep 14,34.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",14,Sep 2 - Sep 14,38.6
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",14,Sep 2 - Sep 14,27.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",14,Sep 2 - Sep 14,47.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,14,Sep 2 - Sep 14,45.5
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,14,Sep 2 - Sep 14,35.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,14,Sep 2 - Sep 14,39
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,14,Sep 2 - Sep 14,31.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,14,Sep 2 - Sep 14,38.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,14,Sep 2 - Sep 14,33.6
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,14,Sep 2 - Sep 14,39
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,14,Sep 2 - Sep 14,41.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,14,Sep 2 - Sep 14,39.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,14,Sep 2 - Sep 14,36.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,14,Sep 2 - Sep 14,36.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,14,Sep 2 - Sep 14,33.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,14,Sep 2 - Sep 14,36.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,14,Sep 2 - Sep 14,36.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,14,Sep 2 - Sep 14,34.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,14,Sep 2 - Sep 14,39.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,14,Sep 2 - Sep 14,35.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,14,Sep 2 - Sep 14,37.6
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,14,Sep 2 - Sep 14,33.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,14,Sep 2 - Sep 14,32
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,14,Sep 2 - Sep 14,32.5
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,14,Sep 2 - Sep 14,40.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,14,Sep 2 - Sep 14,41.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,14,Sep 2 - Sep 14,33.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,14,Sep 2 - Sep 14,35.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,14,Sep 2 - Sep 14,32.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,14,Sep 2 - Sep 14,36.2
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,14,Sep 2 - Sep 14,30.6
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,14,Sep 2 - Sep 14,38.6
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,14,Sep 2 - Sep 14,33.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,14,Sep 2 - Sep 14,33.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,14,Sep 2 - Sep 14,30.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,14,Sep 2 - Sep 14,37.6
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,14,Sep 2 - Sep 14,34.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,14,Sep 2 - Sep 14,35.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,14,Sep 2 - Sep 14,40.2
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,14,Sep 2 - Sep 14,37.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,14,Sep 2 - Sep 14,32.2
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,14,Sep 2 - Sep 14,26.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,14,Sep 2 - Sep 14,36.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,14,Sep 2 - Sep 14,38.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,14,Sep 2 - Sep 14,40.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,14,Sep 2 - Sep 14,34.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,14,Sep 2 - Sep 14,34.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,14,Sep 2 - Sep 14,31.6
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,14,Sep 2 - Sep 14,29.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,14,Sep 2 - Sep 14,32.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,14,Sep 2 - Sep 14,38.2
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,14,Sep 2 - Sep 14,33.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,14,Sep 2 - Sep 14,34.5
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,14,Sep 2 - Sep 14,33.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,14,Sep 2 - Sep 14,35.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,14,Sep 2 - Sep 14,38.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,14,Sep 2 - Sep 14,31.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,14,Sep 2 - Sep 14,33.6
Two,Symptoms of Depressive Disorder,National Estimate,United States,United States,15,Sep 16 - Sep 28,25
Two,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,15,Sep 16 - Sep 28,35.7
Two,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,15,Sep 16 - Sep 28,28.5
Two,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,15,Sep 16 - Sep 28,25.1
Two,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,15,Sep 16 - Sep 28,23.6
Two,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,15,Sep 16 - Sep 28,20.8
Two,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,15,Sep 16 - Sep 28,15.5
Two,Symptoms of Depressive Disorder,By Age,United States,80 years and above,15,Sep 16 - Sep 28,12.5
Two,Symptoms of Depressive Disorder,By Gender,United States,Male,15,Sep 16 - Sep 28,22.7
Two,Symptoms of Depressive Disorder,By Gender,United States,Female,15,Sep 16 - Sep 28,27.2
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,15,Sep 16 - Sep 28,31
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",15,Sep 16 - Sep 28,23.4
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",15,Sep 16 - Sep 28,25.8
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",15,Sep 16 - Sep 28,21
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",15,Sep 16 - Sep 28,31.4
Two,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,15,Sep 16 - Sep 28,34.4
Two,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,15,Sep 16 - Sep 28,25.7
Two,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,15,Sep 16 - Sep 28,27.4
Two,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,15,Sep 16 - Sep 28,19.9
Two,Symptoms of Depressive Disorder,By State,Alabama,Alabama,15,Sep 16 - Sep 28,28.6
Two,Symptoms of Depressive Disorder,By State,Alaska,Alaska,15,Sep 16 - Sep 28,25.2
Two,Symptoms of Depressive Disorder,By State,Arizona,Arizona,15,Sep 16 - Sep 28,28.2
Two,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,15,Sep 16 - Sep 28,23.1
Two,Symptoms of Depressive Disorder,By State,California,California,15,Sep 16 - Sep 28,28.7
Two,Symptoms of Depressive Disorder,By State,Colorado,Colorado,15,Sep 16 - Sep 28,25.2
Two,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,15,Sep 16 - Sep 28,19
Two,Symptoms of Depressive Disorder,By State,Delaware,Delaware,15,Sep 16 - Sep 28,18.3
Two,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,15,Sep 16 - Sep 28,27.5
